vin,year,make,model,trim,price,mileage,body_style,seats,features,photo_url,listing_url,location,dealer_phone,doc_fee,stock_number
1GCCS149698105033,2009,Chevrolet,Colorado,Work Truck 2WD,5500,169926,,,Summit White; DELUXE CLOTH; 5-SPEED MANUAL WITH OVERDRIVE; 4 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168652/639233542222916961.jpg,https://www.craigandlandrethcars.com/vdp/24168652/Used-2009-Chevrolet-Colorado-Work-Truck-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47546A
WBABS33461JY40540,2001,BMW,3-Series,325Ci convertible,5000,204453,,,BLK; 5-SPEED MANUAL TRANSMISSION W/DIRECT 5TH GEAR; Straight 6 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24243510/639234698834999656.jpg,https://www.craigandlandrethcars.com/vdp/24243510/Used-2001-BMW-3Series-325Ci-convertible-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48442
WBAWL13577PX14530,2007,BMW,3-Series,328i Convertible,3000,126731,,,Tan; 6-SPEED MANUAL TRANSMISSION; Straight 6 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168842/639233543119991798.jpg,https://www.craigandlandrethcars.com/vdp/24168842/Used-2007-BMW-3Series-328i-Convertible-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47883A
1Z87L8S906373,1978,Chevrolet,Corvette,,,5730,,,BLK/SIL,https://imagescdn.dealercarsearch.com/Media/1123/24235019/639233542818684079.jpg,https://www.craigandlandrethcars.com/vdp/24235019/Used-1978-Chevrolet-Corvette-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48445
1FTEW1E54LFC02064,2020,Ford,F-150,XL SuperCrew 6.5-ft. Bed 4WD,,113005,,,Iconic Silver; 10-Speed Shiftable Automatic; 8 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24234991/Used-2020-Ford-F150-XL-SuperCrew-65ft-Bed-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48410
1C4RDJDG0HC907575,2017,Dodge,Durango,GT AWD,,147903,,,Granite Metallic Clearcoat; 8-SPEED AUTOMATIC (845RE); V6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24248870/Used-2017-Dodge-Durango-GT-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48060A
5NTJEDDF0SH139029,2025,Hyundai,Santa Cruz,Limited AWD,,36547,,,Atlas White; LEATHER-TRIMMED SEAT TRIM; Auto-Shift Manual; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24193326/Used-2025-Hyundai-Santa-Cruz-Limited-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48390
5FNRL6H71NB049333,2022,Honda,Odyssey,EX-L,,68907,,,Radiant Red Metallic II; LEATHER SEAT TRIM; 10-Speed Shiftable Automatic; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235061/Used-2022-Honda-Odyssey-EXL-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48426
5LMCJ1C94JUL00427,2018,Lincoln,MKC,Premiere FWD,,136379,,,White Platinum Metallic Tri-Coat; 6-SPEED AUTOMATIC W/SELECTSHIFT; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235062/Used-2018-Lincoln-MKC-Premiere-FWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48416A
1C4RDHDG8NC218288,2022,Dodge,Durango,GT Plus,,74814,,,DB Black Clearcoat; 8-SPEED AUTOMATIC (850RE); V6 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24205239/Used-2022-Dodge-Durango-GT-Plus-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48399
1FMCU9MN8SUA87830,2025,Ford,Escape,ST-Line AWD,,30664,,,Agate Black; 8-SPEED AUTOMATIC; 3 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24244495/Used-2025-Ford-Escape-STLine-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48468
1N4BL4DV3PN425616,2023,Nissan,Altima,2.5 SV,,58167,,,White; Cloth; CVT; 2.5L 4-Cylinder DOHC 16V; FWD,https://imagescdn.dealercarsearch.com/Media/1129/23829642/639137019251390942.jpg,https://www.craigandlandrethcars.com/vdp/23829642/Used-2023-Nissan-Altima-25-SV-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20770
1C4AJWAG9GL313699,2016,Jeep,Wrangler,Sport 4WD,,86763,,,Firecracker Red Clearcoat; 6-SPEED MANUAL (NSG370); V6 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24234977/639234698832878453.jpg,https://www.craigandlandrethcars.com/vdp/24234977/Used-2016-Jeep-Wrangler-Sport-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48431
WVWBN7AN5EE504664,2014,Volkswagen,CC,Sport w/Lighting Package,,86917,,,Night Blue Metallic; Auto-Shift Manual; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24239611/Used-2014-Volkswagen-CC-Sport-wLighting-Package-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48367A
KMHRC8A30SU369373,2025,Hyundai,Venue,SEL,,39760,,,Shimmering Silver; CLOTH SEAT TRIM; CVT; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24244501/Used-2025-Hyundai-Venue-SEL-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48469
1FTFW1ET1BFD07517,2011,Ford,F-150,XLT SuperCrew 6.5-ft. Bed 4WD,,153397,,,Tuxedo Black Metallic; 6-SPEED ELECTRONIC AUTOMATIC TRANSMISSION W/OD &amp; T; V6 Cylinder Engine; 4-Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24234992/Used-2011-Ford-F150-XLT-SuperCrew-65ft-Bed-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48413B
1G1ZD5ST4PF232875,2023,Chevrolet,Malibu,1LT,,54392,,,Sterling Gray Metallic; PREMIUM CLOTH SEAT TRIM; CONTINUOUSLY VARIABLE (CVT); 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235014/Used-2023-Chevrolet-Malibu-1LT-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48421
1FTEX1C52LFB69338,2020,Ford,F-150,XLT SuperCab 8-ft. 2WD,,97975,,,Oxford White; 10-Speed Shiftable Automatic; 8 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24234993/Used-2020-Ford-F150-XLT-SuperCab-8ft-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48423
1FTEX1CB8NKE67795,2022,Ford,F-150,XLT SuperCab 8-ft. 2WD,,116350,,,Oxford White; 10-Speed Shiftable Automatic; V6 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24198136/Used-2022-Ford-F150-XLT-SuperCab-8ft-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48405
1FTEX3K84SKD41401,2025,Ford,F-150,XLT SuperCab 2WD,,190,,,Oxford White; 10-Speed Shiftable Automatic; V6 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24234994/Used-2025-Ford-F150-XLT-SuperCab-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48434
1FTRF3B67HEC89465,2017,Ford,F-350 SD,XL 4WD,,53001,,,Oxford White; 6-Speed Shiftable Automatic; 8 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24234995/Used-2017-Ford-F350-SD-XL-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48427
2C4RC1BG7PR529170,2023,Chrysler,Pacifica,Touring L,,81299,,,Brilliant Black Crystal Pearlcoat; 9-SPEED 948TE AUTOMATIC; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235413/Used-2023-Chrysler-Pacifica-Touring-L-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48455
1GKS1KE08DR275924,2013,GMC,Yukon XL,SLT 1/2 Ton 2WD,,91256,,,WHI; ULTRASOFT LEATHER-APPOINTED SEAT TRIM; LMG; RWD,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24239606/Used-2013-GMC-Yukon-XL-SLT-12-Ton-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48458
2C4RC1BG6DR605053,2013,Chrysler,Town &amp; Country,Touring,,129029,,,Deep Cherry Red Crystal Pearl; LEATHER SEAT TRIM; 6-SPEED AUTOMATIC TRANSMISSION W/AUTOSTICK; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24239607/Used-2013-Chrysler-Town-Country-Touring-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48461
2LMPJ8K92MBL16090,2021,Lincoln,Nautilus,Reserve AWD,,34381,,,Infinite Black; 8-SPEED AUTOMATIC; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24244499/Used-2021-Lincoln-Nautilus-Reserve-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48471
W1N4N4GB2PJ463773,2023,Mercedes-Benz,GLA-Class,GLA250,,29473,,,Polar White; Auto-Shift Manual; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235064/Used-2023-MercedesBenz-GLAClass-GLA250-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48448
3GNAXHEV1MS164754,2021,Chevrolet,Equinox,LS 2WD,,54004,,,"Silver Ice Metallic; PREMIUM CLOTH SEAT TRIM; 6-SPEED AUTOMATIC, ELECTRONICALLY-CONTROLLED WITH; 4 Cylinder Engine; Front Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24244496/639235562993470372.jpg,https://www.craigandlandrethcars.com/vdp/24244496/Used-2021-Chevrolet-Equinox-LS-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48466
3GNCJKSB8JL156612,2018,Chevrolet,Trax,LS FWD,,41787,,,Storm Blue Metallic; 6-SPEED MANUAL; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24244497/Used-2018-Chevrolet-Trax-LS-FWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48465
2G1WH52K239174704,2003,Chevrolet,Impala,LS,,79191,,,"Black; LEATHER SEAT TRIM; 4-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED W/OVE; V6 Cylinder Engine; Front Wheel Drive",https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24244498/Used-2003-Chevrolet-Impala-LS-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48464BC
2T3RF4DV3BW168183,2011,Toyota,RAV4,Sport I4 4WD,,,,,Super White; 4-Speed Automatic; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24248871/Used-2011-Toyota-RAV4-Sport-I4-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48473
2GNAXKEV1N6152231,2022,Chevrolet,Equinox,LT 1.5 2WD,,52140,,,"Iron Gray Metallic; PREMIUM CLOTH SEAT TRIM; 6-SPEED AUTOMATIC, ELECTRONICALLY-CONTROLLED WITH; 4 Cylinder Engine; Front Wheel Drive",https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235048/Used-2022-Chevrolet-Equinox-LT-15-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48412
3C4NJDBN5ST532188,2025,Jeep,Compass,Latitude,,10915,,,Bright White Clearcoat; 8-SPEED AUTOMATIC 8F30; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235058/639235269511200352.jpg,https://www.craigandlandrethcars.com/vdp/24235058/Used-2025-Jeep-Compass-Latitude-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48430
3GCPDKEK9PG261383,2023,Chevrolet,Silverado 1500,LT-L Crew Cab 4WD,,21336,,,"Black; CLOTH SEAT TRIM; 8-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED; 4 Cylinder Engine; Four Wheel Drive",https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235059/Used-2023-Chevrolet-Silverado-1500-LTL-Crew-Cab-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48425
1C4GJXAN0LW199762,2020,Jeep,Wrangler,Sport S 4x4,,99565,,,Black; ENGINE: 2.0L I4 DOHC DI TURBO W/ESS,https://imagescdn.dealercarsearch.com/Media/1129/23994487/639172319112764125.jpg,https://www.craigandlandrethcars.com/vdp/23994487/Used-2020-Jeep-Wrangler-Sport-S-4x4-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,199762
2FMPK3K96MBA50410,2021,Ford,Edge,Titanium,,21896,,,Lithium Gray; 8-Speed Shiftable Automatic; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168714/Used-2021-Ford-Edge-Titanium-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48348
WAU22AFC5HN118289,2017,Audi,A7,Prestige quattro,,78638,,,Mythos Black Metallic; Automatic; V6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24205255/Used-2017-Audi-A7-Prestige-quattro-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48408A
KNDCP3LE7S5304692,2025,Kia,Niro,LX,,24432,,,Interstellar Gray; CLOTH-TRIMMED SEATS; 6-Speed Double Clutch; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235072/639235562996138276.jpg,https://www.craigandlandrethcars.com/vdp/24235072/Used-2025-Kia-Niro-LX-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48414
4T1K61AKXPU079981,2023,Toyota,Camry,XSE,,45934,,,Wind Chill Pearl w/Midnight Black Metallic Roof; PERFORATED LEATHER SEAT TRIM; 8-Speed Automatic w/Sequential Shift Mode; 2.5L L4 DOHC 16V; FWD,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24239609/Used-2023-Toyota-Camry-XSE-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48460
4JGDF6EE0KB237677,2019,Mercedes-Benz,GLS-Class,GLS450 4MATIC,,62670,,,Polar White; Automatic; V6 Cylinder Engine; 4MATIC,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24248872/Used-2019-MercedesBenz-GLSClass-GLS450-4MATIC-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48263A
3FA6P0UU9JR254476,2018,Ford,Fusion Hybrid,S,,21775,,,Oxford White; CVT; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24070707/639236426038033772.jpg,https://www.craigandlandrethcars.com/vdp/24070707/Used-2018-Ford-Fusion-Hybrid-S-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48274
1GYKPCRS8LZ144481,2020,Cadillac,XT6,Premium Luxury,,70341,,,Stellar Black Metallic; LEATHER SEATING SURFACES WITH MINI-PERFORATED INSE; 9-SPEED AUTOMATIC; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24248074/639236426038033772.jpg,https://www.craigandlandrethcars.com/vdp/24248074/Used-2020-Cadillac-XT6-Premium-Luxury-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48318A
JA4ATUAA1RZ047857,2024,Mitsubishi,Eclipse Cross,ES AWD,,50028,,,Labrador Black Pearl; 1.5L L4 DOHC 16V; AWD,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235047/Used-2024-Mitsubishi-Eclipse-Cross-ES-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48409
3C4NJDDB2LT171720,2020,Jeep,Compass,Trailhawk 4WD,,75263,,,Granite Crystal Metallic Clearcoat; 9-SPEED 948TE AUTOMATIC; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168832/Used-2020-Jeep-Compass-Trailhawk-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48359A
3GTUUGEL2PG163479,2023,GMC,Sierra 1500,Denali Crew Cab Short Box 4WD,,8934,,,Sterling Metallic; FORGE PERFORATED LEATHER SEAT TRIM; 10-SPEED AUTOMATIC WITH ELECTRONIC PRECISION SHIFT; 8 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24193316/639235562994095327.jpg,https://www.craigandlandrethcars.com/vdp/24193316/Used-2023-GMC-Sierra-1500-Denali-Crew-Cab-Short-Box-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48128A
2C4RC1GG9RR128733,2024,Chrysler,Pacifica,Limited,,52753,,,Bright White Clearcoat; 9-SPEED 948TE AUTOMATIC; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24193300/Used-2024-Chrysler-Pacifica-Limited-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48384
1N4BL4DV8SN383209,2025,Nissan,Altima,2.5 SV,,27490,,,Gun Metallic; CLOTH SEAT TRIM; CVT; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235016/Used-2025-Nissan-Altima-25-SV-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48429
1G1ZD5ST0MF010118,2021,Chevrolet,Malibu,LT,,66061,,,Shadow Gray Metallic; PREMIUM CLOTH SEAT TRIM; CONTINUOUSLY VARIABLE (CVT); 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235015/Used-2021-Chevrolet-Malibu-LT-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48432
1G1YB2D78H5103609,2017,Chevrolet,Corvette,1LT Coupe Automatic,,80091,,,Torch Red; LT1; RWD,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235406/Used-2017-Chevrolet-Corvette-1LT-Coupe-Automatic-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48457
1GAWGFFP7N1183842,2022,Chevrolet,Express,LT 2500,,73640,,,"WHI; 8-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED; V6 Cylinder Engine; Rear Wheel Drive",https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24239605/Used-2022-Chevrolet-Express-LT-2500-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48459
3VVMB7AX2PM084718,2023,Volkswagen,Tiguan,SE 4Motion,,38811,,,Opal White Pearl; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235417/Used-2023-Volkswagen-Tiguan-SE-4Motion-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48454
4S4WMASD2P3441959,2023,Subaru,Ascent,Unknown,,52706,,,Crystal White Pearl; PERFORATED LEATHER-TRIMMED UPHOLSTERY; CVT; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24239608/Used-2023-Subaru-Ascent-Unknown-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48463
JTEAAAAH5RJ169591,2024,Toyota,Venza,LE,,28866,,,Wind Chill Pearl; SOFTEX SEAT TRIM; CVT w/Sequential Shift Mode; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24239610/Used-2024-Toyota-Venza-LE-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48462
JN8AZ1MW5EW514353,2014,Nissan,Murano,S AWD,,122182,,,Midnight Garnet; CVT; V6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24244500/Used-2014-Nissan-Murano-S-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48453
4JGDA5HB9GA673659,2016,Mercedes-Benz,GLE-Class,GLE350 4MATIC,,124257,,,Black; Automatic; V6 Cylinder Engine; 4MATIC,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235051/Used-2016-MercedesBenz-GLEClass-GLE350-4MATIC-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48171A
ZFBCFYAB7JP645993,2018,Fiat,500x,Pop AWD,,72360,,,Grigio Argento (Gray Metallic); Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235416/Used-2018-Fiat-500x-Pop-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48288A
JA4J4TA89NZ052626,2022,Mitsubishi,Outlander,ES 4WD,,75550,,,Labrador Black Pearl; CVT; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24193321/Used-2022-Mitsubishi-Outlander-ES-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48387
5FNYG2H54RB009681,2024,Honda,Pilot,EX-L 2WD,,48841,,,Platinum White Pearl; LEATHER SEAT TRIM; 10-Speed Shiftable Automatic; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24193322/639235562994575639.jpg,https://www.craigandlandrethcars.com/vdp/24193322/Used-2024-Honda-Pilot-EXL-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48383
YV40621A1P1994886,2023,Volvo,XC90,B6 Ultimate Bright w/6 Passenger Seating,,29677,,,Onyx Black Metallic; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24205256/Used-2023-Volvo-XC90-B6-Ultimate-Bright-w6-Passenger-Seating-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47943A
4S4WMALD7N3412419,2022,Subaru,Ascent,Limited,,39756,,,Crystal White Pearl; PERFORATED LEATHER-TRIMMED UPHOLSTERY; CVT; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235049/639233544351419401.jpg,https://www.craigandlandrethcars.com/vdp/24235049/Used-2022-Subaru-Ascent-Limited-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48413A
1FTFW4L5XTFB11390,2026,Ford,F-150,Tremor,,2054,,,Blue; Leather; 10 Speed; 5.0L V8; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24198454/639226155491545082.jpg,https://www.craigandlandrethcars.com/vdp/24198454/Used-2026-Ford-F150-Tremor-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21020
1GNKRJKD7FJ194119,2015,Chevrolet,Traverse,LTZ,,1,,,Black; Leather; 6 Speed Automatic; 3.6L V6 SIDI; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24224621/639230907338582074.jpg,https://www.craigandlandrethcars.com/vdp/24224621/Used-2015-Chevrolet-Traverse-LTZ-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20914A
1G1YC2D46R5117965,2024,Chevrolet,Corvette,Stingray 3LT,,1675,,,Silver; Leather; 8-Speed Dual Clutch; 6.2L V8; RWD,https://imagescdn.dealercarsearch.com/Media/1129/24225836/639235659881762207.jpg,https://www.craigandlandrethcars.com/vdp/24225836/Used-2024-Chevrolet-Corvette-Stingray-3LT-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21059
1C6RR6KT5ES303785,2014,RAM,1500,Express,,1,,,Black; Cloth; 8 Speed Automatic; HEMI 5.7L V8 Multi Displacement VVT; RWD,https://imagescdn.dealercarsearch.com/Media/1129/24250356/639236235458125485.jpg,https://www.craigandlandrethcars.com/vdp/24250356/Used-2014-RAM-1500-Express-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20838A
